-54.0185,1.57558,1.81637,1.38
-54.4911,1.03067,1.82668,1.39
-54.8003,0.482666,1.8315,1.4
-54.9451,-0.066785,1.83084,1.41
-54.9251,-0.616036,1.82468,1.42
-54.7403,-1.16344,1.81304,1.43
-54.3912,-1.70735,1.79597,1.44
-53.879,-2.24614,1.77351,1.45
-53.2052,-2.77819,1.74572,1.46
-52.3717,-3.30191,1.71271,1.47
-51.3812,-3.81572,1.67455,1.48
-50.2365,-4.31809,1.63137,1.49
-48.941,-4.8075,1.58329,1.5
-47.4988,-5.28249,1.53047,1.51
-45.914,-5.74163,1.47305,1.52
-44.1915,-6.18354,1.41122,1.53
-42.3365,-6.60691,1.34515,1.54
-40.3544,-7.01045,1.27504,1.55
-38.2513,-7.39296,1.20111,1.56
-36.0334,-7.7533,1.12358,1.57
-33.7074,-8.09037,1.04268,1.58
-31.2803,-8.40317,0.958644,1.59
-28.7593,-8.69077,0.871737,1.6
-26.1521,-8.95229,0.782214,1.61
-23.4664,-9.18695,0.690344,1.62
-20.7103,-9.39406,0.596404,1.63
-17.8921,-9.57298,0.500674,1.64
-15.0202,-9.72318,0.403442,1.65
-12.1033,-9.84421,0.305,1.66
-9.15001,-9.93571,0.205643,1.67
-6.16929,-9.9974,0.105669,1.68
-3.17007,-10.0291,0.00537796,1.69
-0.161339,-10.0307,-0.0949292,1.7
2.84788,-10.0022,-0.194952,1.71
5.84855,-9.94375,-0.294389,1.72
8.83168,-9.85544,-0.392944,1.73
11.7883,-9.73755,-0.490319,1.74
14.7096,-9.59046,-0.586224,1.75
17.5867,-9.41459,-0.68037,1.76
20.4111,-9.21048,-0.772474,1.77
23.1742,-8.97874,-0.862262,1.78
25.8679,-8.72006,-0.949462,1.79
28.4839,-8.43522,-1.03381,1.8
31.0144,-8.12508,-1.11507,1.81
33.452,-7.79056,-1.19297,1.82
35.7891,-7.43267,-1.2673,1.83
38.0189,-7.05248,-1.33782,1.84
40.1347,-6.65113,-1.40433,1.85
42.13,-6.22983,-1.46663,1.86
43.999,-5.78984,-1.52453,1.87
45.7359,-5.33248,-1.57786,1.88
47.3357,-4.85912,-1.62645,1.89
48.7934,-4.37119,-1.67016,1.9
50.1048,-3.87014,-1.70886,1.91
51.2658,-3.35749,-1.74243,1.92
52.273,-2.83475,-1.77078,1.93
53.1235,-2.30352,-1.79382,1.94
53.8145,-1.76538,-1.81147,1.95
54.3441,-1.22193,-1.82369,1.96
54.7107,-0.674827,-1.83044,1.97
54.9132,-0.125695,-1.8317,1.98
54.9509,0.423814,-1.82746,1.99
54.8237,0.972051,-1.81774,2
54.5321,1.51737,-1.80256,2.01
54.0769,2.05814,-1.78198,2.02
53.4595,2.59274,-1.75605,2.03
52.6816,3.11955,-1.72486,2.04
51.7458,3.63701,-1.68849,2.05
50.6547,4.14356,-1.64705,2.06
49.4116,4.63767,-1.60068,2.07
48.0203,5.11788,-1.5495,2.08
46.4849,5.58272,-1.49367,2.09
44.8101,6.03083,-1.43336,2.1
43.0009,6.46083,-1.36875,2.11
41.0626,6.87146,-1.30004,2.12
39.0012,7.26147,-1.22742,2.13
36.8227,7.6297,-1.15113,2.14
34.5338,7.97504,-1.07138,2.15
32.1413,8.29645,-0.988413,2.16
29.6524,8.59298,-0.902483,2.17
27.0745,8.86372,-0.813846,2.18
24.4154,9.10787,-0.722767,2.19
21.683,9.3247,-0.62952,2.2
18.8856,9.51356,-0.534384,2.21
16.0315,9.67388,-0.437646,2.22
13.1294,9.80517,-0.339594,2.23
10.1878,9.90705,-0.240524,2.24
7.21571,9.9792,-0.140731,2.25
4.22194,10.0214,-0.0405172,2.26
1.21552,10.0336,0.0598186,2.27
-1.79456,10.0156,0.159975,2.28
-4.79925,9.96764,0.259651,2.29
-7.78954,9.88975,0.358549,2.3
-10.7565,9.78218,0.456371,2.31
-13.6911,9.64527,0.552823,2.32
-16.5847,9.47942,0.647618,2.33
-19.4285,9.28514,0.740469,2.34
-22.2141,9.063,0.831099,2.35
-24.933,8.81367,0.919236,2.36
-27.5771,8.5379,1.00461,2.37
-30.1384,8.23651,1.08698,2.38
-32.6094,7.91042,1.16608,2.39
-34.9825,7.56059,1.24169,2.4
-37.2507,7.18809,1.31357,2.41
-39.4071,6.79402,1.38151,2.42
-41.4453,6.37956,1.44531,2.43
-43.3592,5.94597,1.50477,2.44
-45.143,5.49454,1.55971,2.45
-46.7913,5.02663,1.60998,2.46
-48.2993,4.54363,1.65541,2.47
-49.6624,4.04701,1.69588,2.48
-50.8765,3.53824,1.73127,2.49
-51.938,3.01886,1.76146,2.5
-52.8437,2.49043,1.78636,2.51
-53.5908,1.95452,1.8059,2.52
-54.1771,1.41275,1.82003,2.53
-54.601,0.866739,1.8287,2.54
-54.861,0.318129,1.83188,2.55
-54.9564,-0.231436,1.82957,2.56
-54.887,-0.780306,1.82176,2.57
-54.6529,-1.32683,1.8085,2.58
-54.2549,-1.86938,1.7898,2.59
-53.694,-2.40632,1.76574,2.6
-52.9721,-2.93604,1.73638,2.61
-52.0913,-3.45696,1.70181,2.62
-51.0542,-3.9675,1.66213,2.63
-49.864,-4.46614,1.61747,2.64
-48.5241,-4.95138,1.56796,2.65
-47.0387,-5.42177,1.51374,2.66
-45.4122,-5.87589,1.45498,2.67
-43.6494,-6.31239,1.39186,2.68
-41.7557,-6.72994,1.32456,2.69
-39.7367,-7.12731,1.25328,2.7
-37.5985,-7.5033,1.17825,2.71
-35.3476,-7.85677,1.09968,2.72
-32.9905,-8.18668,1.01782,2.73
-30.5345,-8.49202,0.932897,2.74
-27.9869,-8.77189,0.845178,2.75
-25.3553,-9.02544,0.754924,2.76
-22.6477,-9.25192,0.662405,2.77
-19.8721,-9.45064,0.567898,2.78
-17.0369,-9.62101,0.471688,2.79
-14.1506,-9.76252,0.374063,2.8
-11.2219,-9.87474,0.275315,2.81
-8.25946,-9.95733,0.175742,2.82
-5.27226,-10.0101,0.0756416,2.83
-2.26925,-10.0327,-0.0246859,2.84
0.740577,-10.0253,-0.124939,2.85
3.74818,-9.98786,-0.224818,2.86
6.74454,-9.92041,-0.324022,2.87
9.72066,-9.82321,-0.422254,2.88
12.6676,-9.69653,-0.519219,2.89
15.5766,-9.54077,-0.614627,2.9
18.4388,-9.35638,-0.708191,2.91
21.2457,-9.14392,-0.79963,2.92
23.9889,-8.90403,-0.88867,2.93
26.6601,-8.63743,-0.975045,2.94
29.2513,-8.34492,-1.05849,2.95
31.7548,-8.02737,-1.13877,2.96
34.163,-7.68574,-1.21562,2.97
36.4687,-7.32105,-1.28884,2.98
38.6651,-6.9344,-1.35818,2.99
40.7454,-6.52695,-1.42345,3
42.7035,-6.09991,-1.48445,3.01
44.5334,-5.65458,-1.54099,3.02
46.2298,-5.19228,-1.59292,3.03
47.7875,-4.7144,-1.64006,3.04
49.2018,-4.22239,-1.68228,3.05
50.4685,-3.7177,-1.71946,3.06
51.5838,-3.20186,-1.75148,3.07
52.5444,-2.67642,-1.77824,3.08
53.3473,-2.14294,-1.79967,3.09
53.9902,-1.60304,-1.8157,3.1
54.4711,-1.05833,-1.82629,3.11
54.7886,-0.510445,-1.83139,3.12
54.9418,0.0389723,-1.831,3.13
54.9301,0.588273,-1.82512,3.14
54.7536,1.13581,-1.81376,3.15
54.4128,1.67994,-1.79696,3.16
53.9089,2.21903,-1.77477,3.17
53.2432,2.75146,-1.74726,3.18
52.4177,3.27563,-1.7145,3.19
51.435,3.78998,-1.6766,3.2
50.298,4.29297,-1.63367,3.21
49.0101,4.78307,-1.58584,3.22
47.5752,5.25882,-1.53325,3.23
45.9976,5.71879,-1.47606,3.24
44.2819,6.16161,-1.41445,3.25
42.4335,6.58595,-1.34859,3.26
40.4577,6.99052,-1.27868,3.27
38.3605,7.37413,-1.20494,3.28
36.1483,7.73561,-1.12759,3.29
33.8276,8.07389,-1.04685,3.3
31.4054,8.38794,-0.962968,3.31
28.889,8.67683,-0.8762,3.32
26.286,8.93969,-0.786803,3.33
23.6041,9.17573,-0.695045,3.34
20.8514,9.38425,-0.601203,3.35
18.0361,9.56461,-0.505557,3.36
15.1667,9.71628,-0.408394,3.37
12.2518,9.83879,-0.310006,3.38
9.30018,9.9318,-0.210688,3.39
6.32064,9.995,-0.110738,3.4
3.32214,10.0282,-0.0104559,3.41
0.313676,10.0314,0.0898577,3.42
-2.69573,10.0044,0.189902,3.43
-5.69705,9.94743,0.289376,3.44
-8.68128,9.86062,0.387982,3.45
-11.6395,9.74422,0.485425,3.46
-14.5627,9.5986,0.58141,3.47
-17.4423,9.42417,0.675652,3.48
-20.2696,9.22148,0.767867,3.49
-23.036,8.99112,0.857778,3.5
-25.7333,8.73379,0.945116,3.51
-28.3535,8.45025,1.02962,3.52
-30.8886,8.14136,1.11103,3.53
-33.331,7.80806,1.18911,3.54
-35.6734,7.45132,1.26363,3.55
-37.9088,7.07223,1.33435,3.56
-40.0304,6.67193,1.40107,3.57
-42.032,6.25161,1.46358,3.58
-43.9075,5.81253,1.52171,3.59
-45.6513,5.35602,1.57527,3.6
-47.2581,4.88344,1.6241,3.61
-48.7231,4.39621,1.66807,3.62
-50.042,3.89579,1.70702,3.63
-51.2107,3.38368,1.74086,3.64
-52.2258,2.86142,1.76947,3.65
-53.0842,2.33058,1.79278,3.66
-53.7834,1.79275,1.81071,3.67
-54.3212,1.24954,1.8232,3.68
-54.6961,0.702574,1.83023,3.69
-54.9069,0.153505,1.83176,3.7
-54.9529,-0.396024,1.8278,3.71
-54.8341,-0.944365,1.81836,3.72
-54.5508,-1.48987,1.80346,3.73
-54.1038,-2.03091,1.78315,3.74
-53.4946,-2.56586,1.75749,3.75
-52.7248,-3.09311,1.72656,3.76
-51.7969,-3.61107,1.69045,3.77
-50.7136,-4.11821,1.64927,3.78
-49.4781,-4.61299,1.60314,3.79
-48.0942,-5.09393,1.5522,3.8
-46.566,-5.55959,1.4966,3.81
-44.8981,-6.00857,1.43652,3.82
-43.0956,-6.43953,1.37212,3.83
-41.1637,-6.85117,1.30361,3.84
-39.1084,-7.24225,1.23119,3.85
-36.9357,-7.61161,1.15507,3.86
-34.6522,-7.95813,1.07549,3.87
-32.2648,-8.28078,0.992684,3.88
-29.7805,-8.57858,0.906899,3.89
-27.207,-8.85065,0.818392,3.9
-24.5518,-9.09617,0.72743,3.91
-21.8229,-9.3144,0.634286,3.92
-19.0286,-9.50468,0.539239,3.93
-16.1772,-9.66646,0.442575,3.94
-13.2772,-9.79923,0.344583,3.95
-10.3375,-9.9026,0.245557,3.96
-7.3667,-9.97627,0.145794,3.97
-4.37382,-10.02,0.0455938,3.98
-1.36781,-10.0337,-0.0547431,3.99
1.64229,-10.0173,-0.154916,4
4.64747,-9.97079,-0.254624,4.01
7.63871,-9.8944,-0.353568,4.02
10.607,-9.78833,-0.451451,4.03
13.5435,-9.6529,-0.54798,4.04
16.4394,-9.4885,-0.642865,4.05
19.2859,-9.29564,-0.735821,4.06
22.0746,-9.0749,-0.82657,4.07
24.7971,-8.82693,-0.91484,4.08
27.4452,-8.55247,-1.00036,4.09
30.0109,-8.25236,-1.08289,4.1
32.4866,-7.9275,-1.16216,4.11
34.8649,-7.57885,-1.23795,4.12
37.1385,-7.20746,-1.31003,4.13
39.3008,-6.81446,-1.37817,4.14
41.3451,-6.401,-1.44218,4.15
43.2654,-5.96835,-1.50186,4.16
45.0559,-5.51779,-1.55704,4.17
46.7113,-5.05068,-1.60755,4.18
48.2265,-4.56841,-1.65323,4.19
49.597,-4.07244,-1.69396,4.2
50.8187,-3.56426,-1.7296,4.21
51.888,-3.04538,-1.76005,4.22
52.8016,-2.51736,-1.78523,4.23
53.5568,-1.98179,-1.80505,4.24
54.1514,-1.44028,-1.81945,4.25
54.5834,-0.894444,-1.82839,4.26
54.8518,-0.345927,-1.83185,4.27
54.9556,0.203629,-1.82982,4.28
54.8945,0.752574,-1.82229,4.29
54.6687,1.29926,-1.8093,4.3
54.2789,1.84205,-1.79088,4.31
53.7263,2.37931,-1.76708,4.32
53.0125,2.90944,-1.73799,4.33
52.1397,3.43083,-1.70368,4.34
51.1104,3.94194,-1.66426,4.35
49.9278,4.44122,-1.61985,4.36
48.5955,4.92717,-1.57058,4.37
47.1173,5.39835,-1.51659,4.38
45.4978,5.85332,-1.45806,4.39
43.7418,6.29074,-1.39515,4.4
41.8546,6.70929,-1.32806,4.41
39.8418,7.10771,-1.25698,4.42
37.7095,7.4848,-1.18214,4.43
35.4641,7.83944,-1.10374,4.44
33.1122,8.17056,-1.02204,4.45
30.6611,8.47717,-0.937264,4.46
28.1179,8.75835,-0.84968,4.47
25.4904,9.01326,-0.759548,4.48
22.7864,9.24112,-0.667136,4.49
20.0141,9.44126,-0.572724,4.5
17.1817,9.61308,-0.476593,4.51
14.2978,9.75606,-0.379032,4.52
11.371,9.86977,-0.280335,4.53
8.41004,9.95387,-0.180796,4.54
5.42388,10.0081,-0.0807149,4.55
2.42145,10.0323,0.0196083,4.56
-0.588249,10.0264,0.119873,4.57
-3.59618,9.99048,0.219777,4.58
-6.59332,9.92454,0.319023,4.59
-9.57069,9.82884,0.417311,4.6
-12.5193,9.70364,0.514348,4.61
-15.4304,9.54934,0.609841,4.62
-18.2952,9.36639,0.703505,4.63
-21.1051,9.15534,0.795058,4.64
-23.8518,8.91682,0.884227,4.65
-26.5268,8.65155,0.970742,4.66
-29.1223,8.36033,1.05435,4.67
-31.6304,8.04402,1.13479,4.68
-34.0436,7.70359,1.21182,4.69
-36.3546,7.34004,1.28522,4.7
-38.5567,6.95448,1.35477,4.71
-40.643,6.54805,1.42025,4.72
-42.6074,6.12197,1.48147,4.73
-44.444,5.67753,1.53824,4.74
-46.1473,5.21606,1.5904,4.75
-47.7121,4.73894,1.63779,4.76
-49.1338,4.2476,1.68027,4.77
-50.408,3.74352,1.7177,4.78
-51.5311,3.22821,1.74999,4.79
-52.4996,2.70321,1.77702,4.8
-53.3105,2.17011,1.79872,4.81
-53.9616,1.63049,1.81502,4.82
-54.4507,1.08599,1.82588,4.83
-54.7765,0.53822,1.83127,4.84
-54.938,-0.0111592,1.83115,4.85
-54.9346,-0.560505,1.82555,4.86
-54.7665,-1.10817,1.81447,4.87
-54.434,-1.65251,1.79794,4.88
-53.9383,-2.19189,1.77602,4.89
-53.2807,-2.7247,1.74878,4.9
-52.4633,-3.24933,1.71628,4.91
-51.4885,-3.76422,1.67864,4.92
-50.3592,-4.26781,1.63596,4.93
-49.0789,-4.7586,1.58838,4.94
-47.6513,-5.23511,1.53603,4.95
-46.0808,-5.69592,1.47907,4.96
-44.372,-6.13964,1.41767,4.97
-42.5301,-6.56494,1.35202,4.98
-40.5606,-6.97055,1.28232,4.99
-38.4695,-7.35524,1.20876,5
-36.2629,-7.71787,1.13158,5.01
-33.9475,-8.05734,1.05101,5.02
-31.5303,-8.37265,0.967284,5.03
-29.0185,-8.66283,0.880656,5.04
-26.4197,-8.92703,0.791385,5.05
-23.7416,-9.16445,0.699741,5.06
-20.9922,-9.37437,0.605997,5.07
-18.1799,-9.55617,0.510436,5.08
-15.3131,-9.7093,0.413343,5.09
-12.4003,-9.8333,0.31501,5.1
-9.45029,-9.9278,0.215732,5.11
-6.47195,-9.99252,0.115806,5.12
-3.47419,-10.0273,0.0155337,5.13
-0.466011,-10.0319,-0.0847855,5.14
2.54357,-10.0065,-0.18485,5.15
5.54551,-9.95103,-0.284361,5.16
8.53082,-9.86573,-0.383018,5.17
11.4905,-9.75082,-0.480526,5.18
14.4158,-9.60666,-0.576593,5.19
17.2978,-9.43368,-0.67093,5.2
20.1279,-9.23241,-0.763254,5.21
22.8976,-9.00343,-0.853288,5.22
25.5986,-8.74744,-0.940762,5.23
28.2229,-8.46521,-1.02541,5.24
30.7624,-8.15759,-1.10699,5.25
33.2097,-7.82549,-1.18525,5.26
35.5574,-7.46992,-1.25994,5.27
37.7983,-7.09194,-1.33086,5.28
39.9259,-6.69268,-1.39779,5.29
41.9337,-6.27334,-1.46052,5.3
43.8157,-5.83518,-1.51888,5.31
45.5663,-5.37952,-1.57267,5.32
47.1801,-4.90772,-1.62175,5.33
48.6524,-4.42119,-1.66596,5.34
49.9788,-3.92141,-1.70517,5.35
51.1552,-3.40985,-1.73927,5.36
52.1782,-2.88807,-1.76815,5.37
53.0446,-2.35763,-1.79173,5.38
53.7519,-1.82011,-1.80993,5.39
54.2979,-1.27713,-1.8227,5.4
54.6811,-0.730316,-1.83001,5.41
54.9002,-0.181315,-1.83182,5.42
54.9546,0.368231,-1.82814,5.43
54.8441,0.916672,-1.81897,5.44
54.5691,1.46236,-1.80435,5.45
54.1304,2.00367,-1.78431,5.46
53.5293,2.53896,-1.75892,5.47
52.7676,3.06663,-1.72825,5.48
51.8476,3.58511,-1.6924,5.49
50.7721,4.09283,-1.65147,5.5
49.5442,4.58827,-1.60559,5.51
48.1677,5.06995,-1.55489,5.52
46.6467,5.53642,-1.49953,5.53
44.9858,5.98628,-1.43966,5.54
43.1899,6.41818,-1.37548,5.55
41.2645,6.83082,-1.30717,5.56
39.2152,7.22297,-1.23494,5.57
37.0483,7.59346,-1.15901,5.58
34.7703,7.94116,-1.0796,5.59
32.388,8.26504,-0.996948,5.6
29.9084,8.56412,-0.911307,5.61
27.3392,8.83752,-0.822932,5.62
24.688,9.0844,-0.732088,5.63
21.9626,9.30402,-0.639048,5.64
19.1714,9.49574,-0.54409,5.65
16.3227,9.65896,-0.447501,5.66
13.425,9.79321,-0.349569,5.67
10.4871,9.89808,-0.250588,5.68
7.51763,9.97326,-0.150855,5.69
4.52566,10.0185,-0.05067,5.7
1.5201,10.0337,0.0496672,5.71
-1.49002,10.0188,0.149855,5.72
-4.49566,9.97386,0.249594,5.73
-7.48782,9.89898,0.348584,5.74
-10.4575,9.79441,0.446528,5.75
-13.3958,9.66045,0.543132,5.76
-16.294,9.49751,0.638107,5.77
-19.1432,9.30608,0.731168,5.78
-21.935,9.08673,0.822036,5.79
-24.6611,8.84012,0.910437,5.8
-27.3131,8.56699,0.996107,5.81
-29.8832,8.26815,1.07879,5.82
-32.3636,7.94452,1.15823,5.83
-34.747,7.59705,1.2342,5.84
-37.0261,7.22679,1.30647,5.85
-39.1941,6.83484,1.37482,5.86
-41.2446,6.4224,1.43904,5.87
-43.1713,5.99069,1.49895,5.88
-44.9685,5.541,1.55436,5.89
-46.6308,5.07469,1.60511,5.9
-48.1532,4.59316,1.65104,5.91
-49.5312,4.09785,1.69202,5.92
-50.7605,3.59024,1.72792,5.93
-51.8376,3.07187,1.75864,5.94
-52.7592,2.54427,1.78408,5.95
-53.5225,2.00905,1.80417,5.96
-54.1252,1.4678,1.81885,5.97
-54.5655,0.922143,1.82807,5.98
-54.8421,0.373722,1.83181,5.99
-54.9543,-0.175821,1.83005,6
-54.9015,-0.724836,1.8228,6.01
-54.6841,-1.27168,1.81009,6.02
-54.3026,-1.8147,1.79194,6.03
-53.7582,-2.35228,1.76842,6.04
-53.0525,-2.88281,1.73959,6.05
-52.1876,-3.40468,1.70554,6.06
-51.1662,-3.91635,1.66638,6.07
-49.9913,-4.41626,1.62221,6.08
-48.6664,-4.90292,1.57319,6.09
-47.1956,-5.37488,1.51944,6.1
-45.5831,-5.83071,1.46113,6.11
-43.8339,-6.26905,1.39844,6.12
-41.9532,-6.68858,1.33155,6.13
-39.9466,-7.08805,1.26067,6.14
-37.8202,-7.46625,1.18601,6.15
-35.5803,-7.82205,1.10779,6.16
-33.2337,-8.15439,1.02625,6.17
-30.7874,-8.46226,0.941623,6.18
-28.2487,-8.74475,0.854176,6.19
-25.6253,-9.001,0.764166,6.2
-22.925,-9.23025,0.671863,6.21
-20.1559,-9.43181,0.577545,6.22
-17.3263,-9.60507,0.481494,6.23
-14.4448,-9.74952,0.383999,6.24
-11.52,-9.86472,0.285352,6.25
-8.56055,-9.95033,0.185848,6.26
-5.57545,-10.0061,0.0857876,6.27
-2.57363,-10.0318,-0.0145305,6.28
0.435916,-10.0275,-0.114805,6.29
3.44415,-9.99302,-0.214735,6.3
6.44206,-9.9286,-0.314021,6.31
9.42064,-9.83439,-0.412365,6.32
12.371,-9.71068,-0.509472,6.33
15.2842,-9.55784,-0.60505,6.34
18.1515,-9.37633,-0.698814,6.35
20.9644,-9.16668,-0.790481,6.36
23.7144,-8.92954,-0.879776,6.37
26.3933,-8.6656,-0.966432,6.38
28.993,-8.37567,-1.05019,6.39
31.5057,-8.06062,-1.13079,6.4
33.9238,-7.72138,-1.20801,6.41
36.2403,-7.35898,-1.2816,6.42
38.448,-6.9745,-1.35134,6.43
40.5403,-6.56909,-1.41703,6.44
42.511,-6.14398,-1.47847,6.45
44.3542,-5.70044,-1.53548,6.46
46.0644,-5.2398,-1.58788,6.47
47.6363,-4.76344,-1.63551,6.48
49.0653,-4.27278,-1.67824,6.49
50.3472,-3.76931,-1.71593,6.5
51.478,-3.25453,-1.74848,6.51
52.4543,-2.72999,-1.77578,6.52
53.2733,-2.19725,-1.79775,6.53
53.9325,-1.65793,-1.81433,6.54
54.4299,-1.11363,-1.82547,6.55
54.764,-0.565991,-1.83113,6.56
54.9338,-0.016654,-1.83129,6.57
54.9387,0.532734,-1.82596,6.58
54.7789,1.08052,-1.81516,6.59
54.4548,1.62507,-1.79891,6.6
53.9673,2.16474,-1.77726,6.61
53.3178,2.69792,-1.75028,6.62
52.5085,3.22301,-1.71805,6.63
51.5416,3.73842,-1.68067,6.64
50.42,4.24262,-1.63824,6.65
49.1472,4.73409,-1.5909,6.66
47.727,5.21136,-1.53879,6.67
46.1636,5.673,-1.48206,6.68
44.4617,6.11762,-1.42088,6.69
42.6264,6.54388,-1.35544,6.7
40.6633,6.95051,-1.28594,6.71
38.5781,7.33629,-1.21257,6.72
36.3772,7.70007,-1.13557,6.73
34.0672,8.04074,-1.05517,6.74
31.655,8.35729,-0.971593,6.75
29.1478,8.64877,-0.885105,6.76
26.5531,8.9143,-0.795962,6.77
23.8789,9.15309,-0.704431,6.78
21.1329,9.36442,-0.610787,6.79
18.3236,9.54765,-0.51531,6.8
15.4593,9.70224,-0.418288,6.81
12.5486,9.82773,-0.320011,6.82
9.60032,9.92373,-0.220773,6.83
6.6232,9.98997,-0.120874,6.84
3.62621,10.0262,-0.0206114,6.85
